Fecha,Nombre Sensor,# personas ingresan terminal,# personas salen terminal
08/09/2023 03:35:00 PM,CmCr01,3,0
08/09/2023 03:40:00 PM,CmCr01,7,1
08/09/2023 03:45:00 PM,CmCr01,10,0
08/09/2023 03:50:00 PM,CmCr01,5,1
08/09/2023 03:55:00 PM,CmCr01,4,0
08/09/2023 04:00:00 PM,CmCr01,7,1
08/09/2023 04:05:00 PM,CmCr01,5,0
08/09/2023 04:10:00 PM,CmCr01,4,1
08/09/2023 04:15:00 PM,CmCr01,8,1
08/09/2023 04:20:00 PM,CmCr01,5,2
08/09/2023 04:25:00 PM,CmCr01,7,1
08/09/2023 04:30:00 PM,CmCr01,6,1
08/09/2023 04:35:00 PM,CmCr01,7,0
08/09/2023 04:40:00 PM,CmCr01,10,3
08/09/2023 04:45:00 PM,CmCr01,11,0
08/09/2023 04:50:00 PM,CmCr01,6,1
08/09/2023 04:55:00 PM,CmCr01,8,0
08/09/2023 05:00:00 PM,CmCr01,8,0
08/09/2023 05:05:00 PM,CmCr01,15,1
08/09/2023 05:10:00 PM,CmCr01,9,3
08/09/2023 05:15:00 PM,CmCr01,4,0
08/09/2023 05:20:00 PM,CmCr01,7,0
08/09/2023 05:25:00 PM,CmCr01,5,3
08/09/2023 05:30:00 PM,CmCr01,7,0
08/09/2023 05:35:00 PM,CmCr01,10,0
08/09/2023 05:40:00 PM,CmCr01,9,1
08/09/2023 05:45:00 PM,CmCr01,9,2
08/09/2023 05:50:00 PM,CmCr01,10,2
08/09/2023 05:55:00 PM,CmCr01,9,0
08/09/2023 06:00:00 PM,CmCr01,10,1
08/09/2023 06:05:00 PM,CmCr01,5,2
08/09/2023 06:10:00 PM,CmCr01,11,1
08/09/2023 06:15:00 PM,CmCr01,15,1
08/09/2023 06:20:00 PM,CmCr01,10,2
08/09/2023 06:25:00 PM,CmCr01,5,0
08/09/2023 06:30:00 PM,CmCr01,13,0
08/09/2023 06:35:00 PM,CmCr01,19,0
08/09/2023 06:40:00 PM,CmCr01,12,4
08/09/2023 06:45:00 PM,CmCr01,8,0
08/09/2023 06:50:00 PM,CmCr01,16,2
08/09/2023 06:55:00 PM,CmCr01,3,0
08/09/2023 07:00:00 PM,CmCr01,12,0
08/09/2023 07:05:00 PM,CmCr01,21,0
08/09/2023 07:10:00 PM,CmCr01,5,2
08/09/2023 07:15:00 PM,CmCr01,11,2
08/09/2023 07:20:00 PM,CmCr01,10,0
08/09/2023 07:25:00 PM,CmCr01,12,3
08/09/2023 07:30:00 PM,CmCr01,8,0
08/09/2023 07:35:00 PM,CmCr01,22,0
08/09/2023 07:40:00 PM,CmCr01,7,0
08/09/2023 07:45:00 PM,CmCr01,5,0
08/09/2023 07:50:00 PM,CmCr01,6,4
08/09/2023 07:55:00 PM,CmCr01,16,3
08/09/2023 08:00:00 PM,CmCr01,11,3
08/09/2023 08:05:00 PM,CmCr01,16,0
08/09/2023 08:15:00 PM,CmCr01,9,0
08/09/2023 08:20:00 PM,CmCr01,9,1
08/09/2023 08:25:00 PM,CmCr01,9,1
08/09/2023 08:30:00 PM,CmCr01,2,0
08/09/2023 08:35:00 PM,CmCr01,5,0
08/09/2023 08:40:00 PM,CmCr01,14,0
08/09/2023 08:45:00 PM,CmCr01,5,1
08/09/2023 08:50:00 PM,CmCr01,13,0
08/09/2023 08:55:00 PM,CmCr01,21,1
08/09/2023 09:00:00 PM,CmCr01,5,0
08/09/2023 09:05:00 PM,CmCr01,7,3
08/09/2023 09:10:00 PM,CmCr01,6,0
08/09/2023 09:20:00 PM,CmCr01,8,0
08/09/2023 09:25:00 PM,CmCr01,4,0
08/09/2023 09:30:00 PM,CmCr01,7,2
08/09/2023 09:35:00 PM,CmCr01,12,2
08/09/2023 09:40:00 PM,CmCr01,8,0
08/09/2023 09:45:00 PM,CmCr01,5,0
08/09/2023 09:50:00 PM,CmCr01,1,0
08/09/2023 10:00:00 PM,CmCr01,11,0
08/09/2023 10:05:00 PM,CmCr01,1,0
08/09/2023 10:10:00 PM,CmCr01,5,0
08/09/2023 10:15:00 PM,CmCr01,1,0
08/09/2023 10:20:00 PM,CmCr01,13,1
08/09/2023 10:25:00 PM,CmCr01,6,1
08/09/2023 10:30:00 PM,CmCr01,1,1
08/09/2023 10:35:00 PM,CmCr01,9,0
08/09/2023 10:40:00 PM,CmCr01,2,2
08/09/2023 10:45:00 PM,CmCr01,12,0
08/09/2023 10:50:00 PM,CmCr01,4,0
08/09/2023 10:55:00 PM,CmCr01,7,0
08/09/2023 11:00:00 PM,CmCr01,1,0
08/09/2023 11:10:00 PM,CmCr01,7,2
08/09/2023 11:15:00 PM,CmCr01,5,0
08/09/2023 11:25:00 PM,CmCr01,5,0
08/09/2023 11:30:00 PM,CmCr01,2,0
08/09/2023 11:40:00 PM,CmCr01,12,0
08/09/2023 11:50:00 PM,CmCr01,1,0
08/10/2023 12:05:00 AM,CmCr01,1,0
08/10/2023 12:10:00 AM,CmCr01,6,0
08/10/2023 12:20:00 AM,CmCr01,8,1
08/10/2023 12:30:00 AM,CmCr01,3,0
08/10/2023 12:45:00 AM,CmCr01,2,0
08/10/2023 01:00:00 AM,CmCr01,7,0
08/10/2023 01:10:00 AM,CmCr01,0,1
08/10/2023 01:30:00 AM,CmCr01,2,1
08/10/2023 01:35:00 AM,CmCr01,1,0
08/10/2023 01:40:00 AM,CmCr01,2,0
08/10/2023 01:45:00 AM,CmCr01,0,1
08/10/2023 01:50:00 AM,CmCr01,1,0
08/10/2023 01:55:00 AM,CmCr01,1,0
08/10/2023 02:00:00 AM,CmCr01,1,0
08/10/2023 02:05:00 AM,CmCr01,1,0
08/10/2023 02:10:00 AM,CmCr01,4,1
08/10/2023 02:40:00 AM,CmCr01,0,1
08/10/2023 02:45:00 AM,CmCr01,1,0
08/10/2023 02:55:00 AM,CmCr01,6,0
08/10/2023 03:00:00 AM,CmCr01,1,0
08/10/2023 03:20:00 AM,CmCr01,2,1
08/10/2023 03:25:00 AM,CmCr01,4,1
08/10/2023 03:30:00 AM,CmCr01,1,2
08/10/2023 03:35:00 AM,CmCr01,1,1
08/10/2023 03:55:00 AM,CmCr01,0,1
08/10/2023 04:15:00 AM,CmCr01,3,0
08/10/2023 04:25:00 AM,CmCr01,1,1
08/10/2023 04:40:00 AM,CmCr01,2,0
08/10/2023 04:45:00 AM,CmCr01,0,1
08/10/2023 04:55:00 AM,CmCr01,0,1
08/10/2023 05:05:00 AM,CmCr01,1,0
08/10/2023 05:10:00 AM,CmCr01,4,0
08/10/2023 05:25:00 AM,CmCr01,0,1
08/10/2023 05:30:00 AM,CmCr01,5,1
08/10/2023 05:35:00 AM,CmCr01,3,2
08/10/2023 05:40:00 AM,CmCr01,2,0
08/10/2023 05:45:00 AM,CmCr01,3,0
08/10/2023 05:50:00 AM,CmCr01,6,0
08/10/2023 05:55:00 AM,CmCr01,1,0
08/10/2023 06:00:00 AM,CmCr01,2,1
08/10/2023 06:05:00 AM,CmCr01,2,1
08/10/2023 06:15:00 AM,CmCr01,3,0
08/10/2023 06:25:00 AM,CmCr01,1,0
08/10/2023 06:30:00 AM,CmCr01,4,1
08/10/2023 06:35:00 AM,CmCr01,8,0
08/10/2023 06:40:00 AM,CmCr01,4,0
08/10/2023 06:45:00 AM,CmCr01,3,2
08/10/2023 06:50:00 AM,CmCr01,1,1
08/10/2023 06:55:00 AM,CmCr01,7,0
08/10/2023 07:00:00 AM,CmCr01,7,0
08/10/2023 07:05:00 AM,CmCr01,1,1
08/10/2023 07:10:00 AM,CmCr01,1,2
08/10/2023 07:15:00 AM,CmCr01,8,1
08/10/2023 07:20:00 AM,CmCr01,4,0
08/10/2023 07:25:00 AM,CmCr01,10,2
08/10/2023 07:30:00 AM,CmCr01,4,3
08/10/2023 07:35:00 AM,CmCr01,7,0
08/10/2023 07:40:00 AM,CmCr01,4,0
08/10/2023 07:45:00 AM,CmCr01,11,0
08/10/2023 07:50:00 AM,CmCr01,14,0
08/10/2023 07:55:00 AM,CmCr01,16,1
08/10/2023 08:00:00 AM,CmCr01,7,0
08/10/2023 08:05:00 AM,CmCr01,5,0
08/10/2023 08:10:00 AM,CmCr01,3,0
08/10/2023 08:15:00 AM,CmCr01,11,1
08/10/2023 08:20:00 AM,CmCr01,15,1
08/10/2023 08:25:00 AM,CmCr01,2,0
08/10/2023 08:30:00 AM,CmCr01,8,1
08/10/2023 08:35:00 AM,CmCr01,13,0
08/10/2023 08:40:00 AM,CmCr01,2,2
08/10/2023 08:45:00 AM,CmCr01,12,0
08/10/2023 08:50:00 AM,CmCr01,6,1
08/10/2023 08:55:00 AM,CmCr01,17,1
08/10/2023 09:00:00 AM,CmCr01,8,2
08/10/2023 09:05:00 AM,CmCr01,9,0
08/10/2023 09:10:00 AM,CmCr01,2,1
08/10/2023 09:15:00 AM,CmCr01,10,0
08/10/2023 09:20:00 AM,CmCr01,6,1
08/10/2023 09:25:00 AM,CmCr01,9,0
08/10/2023 09:30:00 AM,CmCr01,10,5
08/10/2023 09:35:00 AM,CmCr01,6,0
08/10/2023 09:40:00 AM,CmCr01,10,1
08/10/2023 09:45:00 AM,CmCr01,5,1
08/10/2023 09:50:00 AM,CmCr01,16,0
08/10/2023 09:55:00 AM,CmCr01,10,0
08/10/2023 10:00:00 AM,CmCr01,12,2
08/10/2023 10:05:00 AM,CmCr01,13,0
08/10/2023 10:10:00 AM,CmCr01,3,1
08/10/2023 10:15:00 AM,CmCr01,8,1
08/10/2023 10:20:00 AM,CmCr01,13,2
08/10/2023 10:25:00 AM,CmCr01,8,1
08/10/2023 10:30:00 AM,CmCr01,6,1
08/10/2023 10:35:00 AM,CmCr01,7,0
08/10/2023 10:40:00 AM,CmCr01,15,1
08/10/2023 10:45:00 AM,CmCr01,9,2
08/10/2023 10:50:00 AM,CmCr01,9,2
08/10/2023 10:55:00 AM,CmCr01,6,8
08/10/2023 11:00:00 AM,CmCr01,10,1
08/10/2023 11:05:00 AM,CmCr01,21,0
08/10/2023 11:10:00 AM,CmCr01,8,0
08/10/2023 11:15:00 AM,CmCr01,3,0
08/10/2023 11:20:00 AM,CmCr01,2,3
08/10/2023 11:25:00 AM,CmCr01,15,2
08/10/2023 11:30:00 AM,CmCr01,6,2
08/10/2023 11:35:00 AM,CmCr01,6,1
08/10/2023 11:40:00 AM,CmCr01,2,0
08/10/2023 11:45:00 AM,CmCr01,14,0
08/10/2023 11:50:00 AM,CmCr01,3,1
08/10/2023 11:55:00 AM,CmCr01,14,1
08/10/2023 12:00:00 PM,CmCr01,11,1
08/10/2023 12:05:00 PM,CmCr01,1,1
08/10/2023 12:10:00 PM,CmCr01,6,0
08/10/2023 12:15:00 PM,CmCr01,10,1
08/10/2023 12:20:00 PM,CmCr01,7,0
08/10/2023 12:25:00 PM,CmCr01,7,0
08/10/2023 12:30:00 PM,CmCr01,1,0
08/10/2023 12:35:00 PM,CmCr01,9,0
08/10/2023 12:40:00 PM,CmCr01,9,3
08/10/2023 12:45:00 PM,CmCr01,10,1
08/10/2023 12:50:00 PM,CmCr01,5,0
08/10/2023 12:55:00 PM,CmCr01,15,0
08/10/2023 01:00:00 PM,CmCr01,10,2
08/10/2023 01:05:00 PM,CmCr01,4,2
08/10/2023 01:15:00 PM,CmCr01,10,1
08/10/2023 01:20:00 PM,CmCr01,12,0
08/10/2023 01:25:00 PM,CmCr01,2,2
08/10/2023 01:30:00 PM,CmCr01,11,3
08/10/2023 01:35:00 PM,CmCr01,28,2
08/10/2023 01:40:00 PM,CmCr01,2,0
08/10/2023 01:45:00 PM,CmCr01,13,1
08/10/2023 01:50:00 PM,CmCr01,8,0
08/10/2023 01:55:00 PM,CmCr01,13,7
08/10/2023 02:00:00 PM,CmCr01,6,2
08/10/2023 02:05:00 PM,CmCr01,15,1
08/10/2023 02:10:00 PM,CmCr01,3,2
08/10/2023 02:15:00 PM,CmCr01,3,1
08/10/2023 02:20:00 PM,CmCr01,4,1
08/10/2023 02:25:00 PM,CmCr01,3,0
08/10/2023 02:30:00 PM,CmCr01,5,1
08/10/2023 02:35:00 PM,CmCr01,8,0
08/10/2023 02:40:00 PM,CmCr01,10,1
08/10/2023 02:45:00 PM,CmCr01,5,0
08/10/2023 02:50:00 PM,CmCr01,24,2
08/10/2023 02:55:00 PM,CmCr01,4,2
08/10/2023 03:05:00 PM,CmCr01,21,2
08/10/2023 03:10:00 PM,CmCr01,15,2
08/10/2023 03:15:00 PM,CmCr01,17,0
08/10/2023 03:20:00 PM,CmCr01,2,2
08/10/2023 03:25:00 PM,CmCr01,6,4
08/10/2023 03:30:00 PM,CmCr01,16,2
08/10/2023 03:35:00 PM,CmCr01,18,0
08/10/2023 03:40:00 PM,CmCr01,2,1
08/10/2023 03:45:00 PM,CmCr01,9,1
08/10/2023 03:50:00 PM,CmCr01,7,1
08/10/2023 03:55:00 PM,CmCr01,14,0
08/10/2023 04:00:00 PM,CmCr01,12,1
08/10/2023 04:05:00 PM,CmCr01,2,0
08/10/2023 04:10:00 PM,CmCr01,21,0
08/10/2023 04:15:00 PM,CmCr01,18,0
08/10/2023 04:20:00 PM,CmCr01,9,1
08/10/2023 04:25:00 PM,CmCr01,38,0
08/10/2023 04:30:00 PM,CmCr01,9,1
08/10/2023 04:35:00 PM,CmCr01,10,2
08/10/2023 04:40:00 PM,CmCr01,11,2
08/10/2023 04:45:00 PM,CmCr01,8,2
08/10/2023 04:50:00 PM,CmCr01,2,1
08/10/2023 04:55:00 PM,CmCr01,4,0
08/10/2023 05:00:00 PM,CmCr01,12,3
08/10/2023 05:05:00 PM,CmCr01,13,1
08/10/2023 05:10:00 PM,CmCr01,23,0
08/10/2023 05:15:00 PM,CmCr01,12,5
08/10/2023 05:20:00 PM,CmCr01,15,3
08/10/2023 05:25:00 PM,CmCr01,7,1
08/10/2023 05:30:00 PM,CmCr01,20,5
08/10/2023 05:35:00 PM,CmCr01,22,1
08/10/2023 05:40:00 PM,CmCr01,15,2
08/10/2023 05:45:00 PM,CmCr01,11,4
08/10/2023 05:50:00 PM,CmCr01,6,1
08/10/2023 05:55:00 PM,CmCr01,4,0
08/10/2023 06:00:00 PM,CmCr01,13,0
08/10/2023 06:05:00 PM,CmCr01,11,0
08/10/2023 06:10:00 PM,CmCr01,8,0
08/10/2023 06:15:00 PM,CmCr01,12,2
08/10/2023 06:20:00 PM,CmCr01,9,1
08/10/2023 06:25:00 PM,CmCr01,5,1
08/10/2023 06:30:00 PM,CmCr01,7,2
08/10/2023 06:35:00 PM,CmCr01,12,0
08/10/2023 06:40:00 PM,CmCr01,28,0
08/10/2023 06:45:00 PM,CmCr01,21,3
08/10/2023 06:50:00 PM,CmCr01,4,3
08/10/2023 06:55:00 PM,CmCr01,2,4
08/10/2023 07:00:00 PM,CmCr01,23,1
08/10/2023 07:05:00 PM,CmCr01,14,0
08/10/2023 07:15:00 PM,CmCr01,15,0
08/10/2023 07:20:00 PM,CmCr01,21,0
08/10/2023 07:25:00 PM,CmCr01,20,0
08/10/2023 07:30:00 PM,CmCr01,16,2
08/10/2023 07:35:00 PM,CmCr01,10,0
08/10/2023 07:40:00 PM,CmCr01,18,0
08/10/2023 07:45:00 PM,CmCr01,4,5
08/10/2023 07:50:00 PM,CmCr01,16,1
08/10/2023 07:55:00 PM,CmCr01,3,0
08/10/2023 08:00:00 PM,CmCr01,10,0
08/10/2023 08:05:00 PM,CmCr01,17,0
08/10/2023 08:10:00 PM,CmCr01,12,2
08/10/2023 08:15:00 PM,CmCr01,14,5
08/10/2023 08:20:00 PM,CmCr01,1,1
08/10/2023 08:25:00 PM,CmCr01,7,0
08/10/2023 08:30:00 PM,CmCr01,4,0
08/10/2023 08:35:00 PM,CmCr01,14,2
08/10/2023 08:40:00 PM,CmCr01,7,0
08/10/2023 08:45:00 PM,CmCr01,13,0
08/10/2023 08:50:00 PM,CmCr01,0,1
08/10/2023 08:55:00 PM,CmCr01,2,0
08/10/2023 09:00:00 PM,CmCr01,19,0
08/10/2023 09:05:00 PM,CmCr01,7,2
08/10/2023 09:10:00 PM,CmCr01,7,2
08/10/2023 09:15:00 PM,CmCr01,4,0
08/10/2023 09:20:00 PM,CmCr01,1,1
08/10/2023 09:25:00 PM,CmCr01,15,0
08/10/2023 09:30:00 PM,CmCr01,10,1
08/10/2023 09:35:00 PM,CmCr01,2,0
08/10/2023 09:40:00 PM,CmCr01,10,1
08/10/2023 09:45:00 PM,CmCr01,10,0
08/10/2023 09:50:00 PM,CmCr01,8,1
08/10/2023 09:55:00 PM,CmCr01,10,0
08/10/2023 10:00:00 PM,CmCr01,13,1
08/10/2023 10:05:00 PM,CmCr01,2,0
08/10/2023 10:15:00 PM,CmCr01,1,0
08/10/2023 10:20:00 PM,CmCr01,1,0
08/10/2023 10:25:00 PM,CmCr01,13,0
08/10/2023 10:30:00 PM,CmCr01,5,1
08/10/2023 10:40:00 PM,CmCr01,8,1
08/10/2023 10:45:00 PM,CmCr01,10,0
08/10/2023 10:50:00 PM,CmCr01,0,1
08/10/2023 11:00:00 PM,CmCr01,9,0
08/10/2023 11:05:00 PM,CmCr01,0,1
08/10/2023 11:15:00 PM,CmCr01,5,0
08/10/2023 11:20:00 PM,CmCr01,0,1
08/10/2023 11:25:00 PM,CmCr01,6,1
08/10/2023 11:30:00 PM,CmCr01,1,0
08/10/2023 11:35:00 PM,CmCr01,13,0
08/10/2023 11:40:00 PM,CmCr01,1,1
08/10/2023 11:45:00 PM,CmCr01,1,1
08/10/2023 11:50:00 PM,CmCr01,12,1
08/10/2023 11:55:00 PM,CmCr01,7,0
08/11/2023 12:10:00 AM,CmCr01,1,0
08/11/2023 12:15:00 AM,CmCr01,4,0
08/11/2023 12:30:00 AM,CmCr01,14,0
08/11/2023 12:35:00 AM,CmCr01,6,0
08/11/2023 12:40:00 AM,CmCr01,2,0
08/11/2023 12:50:00 AM,CmCr01,3,0
08/11/2023 12:55:00 AM,CmCr01,1,0
08/11/2023 01:00:00 AM,CmCr01,3,0
08/11/2023 01:10:00 AM,CmCr01,7,0
08/11/2023 01:20:00 AM,CmCr01,1,0
08/11/2023 01:25:00 AM,CmCr01,1,0
08/11/2023 01:40:00 AM,CmCr01,2,0
08/11/2023 01:45:00 AM,CmCr01,1,0
08/11/2023 01:50:00 AM,CmCr01,4,0
08/11/2023 01:55:00 AM,CmCr01,2,0
08/11/2023 02:15:00 AM,CmCr01,1,0
08/11/2023 03:05:00 AM,CmCr01,1,0
08/11/2023 03:10:00 AM,CmCr01,4,0
08/11/2023 04:05:00 AM,CmCr01,3,0
08/11/2023 04:10:00 AM,CmCr01,1,0
08/11/2023 04:45:00 AM,CmCr01,0,1
08/11/2023 04:55:00 AM,CmCr01,0,1
08/11/2023 05:00:00 AM,CmCr01,13,0
08/11/2023 05:05:00 AM,CmCr01,1,0
08/11/2023 05:15:00 AM,CmCr01,1,0
08/11/2023 05:20:00 AM,CmCr01,1,1
08/11/2023 05:25:00 AM,CmCr01,1,0
08/11/2023 05:30:00 AM,CmCr01,2,0
08/11/2023 05:40:00 AM,CmCr01,6,1
08/11/2023 05:45:00 AM,CmCr01,1,0
08/11/2023 05:50:00 AM,CmCr01,4,0
08/11/2023 05:55:00 AM,CmCr01,2,0
08/11/2023 06:00:00 AM,CmCr01,2,0
08/11/2023 06:05:00 AM,CmCr01,1,1
08/11/2023 06:15:00 AM,CmCr01,2,2
08/11/2023 06:20:00 AM,CmCr01,2,0
08/11/2023 06:25:00 AM,CmCr01,1,0
08/11/2023 06:30:00 AM,CmCr01,1,1
08/11/2023 06:35:00 AM,CmCr01,10,0
08/11/2023 06:40:00 AM,CmCr01,2,0
08/11/2023 06:45:00 AM,CmCr01,4,0
08/11/2023 06:50:00 AM,CmCr01,6,0
08/11/2023 06:55:00 AM,CmCr01,7,0
08/11/2023 07:00:00 AM,CmCr01,7,1
08/11/2023 07:05:00 AM,CmCr01,5,0
08/11/2023 07:10:00 AM,CmCr01,9,1
08/11/2023 07:15:00 AM,CmCr01,4,0
08/11/2023 07:20:00 AM,CmCr01,0,1
08/11/2023 07:25:00 AM,CmCr01,13,2
08/11/2023 07:30:00 AM,CmCr01,2,0
08/11/2023 07:35:00 AM,CmCr01,12,3
08/11/2023 07:40:00 AM,CmCr01,4,3
08/11/2023 07:45:00 AM,CmCr01,13,0
08/11/2023 07:50:00 AM,CmCr01,7,4
08/11/2023 07:55:00 AM,CmCr01,12,0
08/11/2023 08:00:00 AM,CmCr01,8,1
08/11/2023 08:05:00 AM,CmCr01,8,1
08/11/2023 08:10:00 AM,CmCr01,8,1
08/11/2023 08:15:00 AM,CmCr01,11,3
08/11/2023 08:20:00 AM,CmCr01,11,0
08/11/2023 08:25:00 AM,CmCr01,1,2
08/11/2023 08:30:00 AM,CmCr01,5,1
08/11/2023 08:35:00 AM,CmCr01,7,1
08/11/2023 08:40:00 AM,CmCr01,10,0
08/11/2023 08:45:00 AM,CmCr01,5,0
08/11/2023 08:50:00 AM,CmCr01,15,1
08/11/2023 08:55:00 AM,CmCr01,13,4
08/11/2023 09:00:00 AM,CmCr01,8,0
08/11/2023 09:05:00 AM,CmCr01,5,2
08/11/2023 09:10:00 AM,CmCr01,2,1
08/11/2023 09:15:00 AM,CmCr01,17,1
08/11/2023 09:20:00 AM,CmCr01,6,2
08/11/2023 09:25:00 AM,CmCr01,12,1
08/11/2023 09:30:00 AM,CmCr01,3,5
08/11/2023 09:35:00 AM,CmCr01,11,4
08/11/2023 09:40:00 AM,CmCr01,13,0
08/11/2023 09:45:00 AM,CmCr01,1,1
08/11/2023 09:50:00 AM,CmCr01,16,1
08/11/2023 09:55:00 AM,CmCr01,6,1
08/11/2023 10:00:00 AM,CmCr01,6,0
08/11/2023 10:05:00 AM,CmCr01,7,1
08/11/2023 10:10:00 AM,CmCr01,5,1
08/11/2023 10:15:00 AM,CmCr01,10,0
08/11/2023 10:20:00 AM,CmCr01,2,2
08/11/2023 10:25:00 AM,CmCr01,12,0
08/11/2023 10:30:00 AM,CmCr01,0,2
08/11/2023 10:35:00 AM,CmCr01,21,0
08/11/2023 10:40:00 AM,CmCr01,14,0
08/11/2023 10:45:00 AM,CmCr01,17,0
08/11/2023 10:50:00 AM,CmCr01,10,0
08/11/2023 10:55:00 AM,CmCr01,1,3
08/11/2023 11:00:00 AM,CmCr01,7,1
08/11/2023 11:05:00 AM,CmCr01,18,1
08/11/2023 11:10:00 AM,CmCr01,2,0
08/11/2023 11:15:00 AM,CmCr01,0,1
08/11/2023 11:20:00 AM,CmCr01,3,0
08/11/2023 11:25:00 AM,CmCr01,6,2
08/11/2023 11:30:00 AM,CmCr01,6,0
08/11/2023 11:35:00 AM,CmCr01,14,2
08/11/2023 11:40:00 AM,CmCr01,16,1
08/11/2023 11:45:00 AM,CmCr01,11,2
08/11/2023 11:50:00 AM,CmCr01,12,0
08/11/2023 11:55:00 AM,CmCr01,11,0
08/11/2023 12:00:00 PM,CmCr01,27,1
08/11/2023 12:05:00 PM,CmCr01,21,0
08/11/2023 12:10:00 PM,CmCr01,6,1
08/11/2023 12:15:00 PM,CmCr01,9,1
08/11/2023 12:20:00 PM,CmCr01,6,1
08/11/2023 12:25:00 PM,CmCr01,10,2
08/11/2023 12:30:00 PM,CmCr01,10,4
08/11/2023 12:35:00 PM,CmCr01,23,0
08/11/2023 12:40:00 PM,CmCr01,10,1
08/11/2023 12:45:00 PM,CmCr01,1,2
08/11/2023 12:50:00 PM,CmCr01,23,1
08/11/2023 12:55:00 PM,CmCr01,6,0
08/11/2023 01:00:00 PM,CmCr01,12,1
08/11/2023 01:05:00 PM,CmCr01,19,0
08/11/2023 01:10:00 PM,CmCr01,10,0
08/11/2023 01:15:00 PM,CmCr01,2,1
08/11/2023 01:20:00 PM,CmCr01,10,0
08/11/2023 01:25:00 PM,CmCr01,10,1
08/11/2023 01:30:00 PM,CmCr01,27,0
08/11/2023 01:35:00 PM,CmCr01,12,4
08/11/2023 01:40:00 PM,CmCr01,19,0
08/11/2023 01:45:00 PM,CmCr01,17,0
08/11/2023 01:50:00 PM,CmCr01,8,4
08/11/2023 01:55:00 PM,CmCr01,23,4
08/11/2023 02:00:00 PM,CmCr01,20,2
08/11/2023 02:05:00 PM,CmCr01,11,2
08/11/2023 02:10:00 PM,CmCr01,23,1
08/11/2023 02:15:00 PM,CmCr01,9,1
08/11/2023 02:20:00 PM,CmCr01,0,2
08/11/2023 02:25:00 PM,CmCr01,22,1
08/11/2023 02:30:00 PM,CmCr01,12,2
08/11/2023 02:35:00 PM,CmCr01,7,0
08/11/2023 02:40:00 PM,CmCr01,7,1
08/11/2023 02:45:00 PM,CmCr01,11,3
08/11/2023 02:50:00 PM,CmCr01,19,6
08/11/2023 02:55:00 PM,CmCr01,24,2
08/11/2023 03:00:00 PM,CmCr01,19,1
08/11/2023 03:05:00 PM,CmCr01,18,0
08/11/2023 03:10:00 PM,CmCr01,16,4
08/11/2023 03:15:00 PM,CmCr01,12,4
08/11/2023 03:20:00 PM,CmCr01,13,0
08/11/2023 03:25:00 PM,CmCr01,6,0
08/11/2023 03:30:00 PM,CmCr01,10,4
08/11/2023 03:35:00 PM,CmCr01,21,1
08/11/2023 03:40:00 PM,CmCr01,10,1
08/11/2023 03:45:00 PM,CmCr01,22,2
08/11/2023 03:50:00 PM,CmCr01,14,1
08/11/2023 03:55:00 PM,CmCr01,14,1
08/11/2023 04:00:00 PM,CmCr01,37,1
08/11/2023 04:05:00 PM,CmCr01,14,4
08/11/2023 04:10:00 PM,CmCr01,10,2
08/11/2023 04:15:00 PM,CmCr01,17,3
08/11/2023 04:20:00 PM,CmCr01,16,1
08/11/2023 04:25:00 PM,CmCr01,22,0
08/11/2023 04:30:00 PM,CmCr01,26,0
08/11/2023 04:35:00 PM,CmCr01,1,0
08/11/2023 04:40:00 PM,CmCr01,5,2
08/11/2023 04:45:00 PM,CmCr01,13,0
08/11/2023 04:50:00 PM,CmCr01,13,1
08/11/2023 04:55:00 PM,CmCr01,24,1
08/11/2023 05:00:00 PM,CmCr01,14,0
08/11/2023 05:05:00 PM,CmCr01,18,4
08/11/2023 05:10:00 PM,CmCr01,14,1
08/11/2023 05:15:00 PM,CmCr01,19,1
08/11/2023 05:20:00 PM,CmCr01,13,0
08/11/2023 05:25:00 PM,CmCr01,24,1
08/11/2023 05:30:00 PM,CmCr01,4,0
08/11/2023 05:35:00 PM,CmCr01,13,0
08/11/2023 05:40:00 PM,CmCr01,27,2
08/11/2023 05:45:00 PM,CmCr01,26,4
08/11/2023 05:50:00 PM,CmCr01,27,4
08/11/2023 05:55:00 PM,CmCr01,17,0
08/11/2023 06:00:00 PM,CmCr01,19,1
08/11/2023 06:05:00 PM,CmCr01,11,1
08/11/2023 06:10:00 PM,CmCr01,24,1
08/11/2023 06:15:00 PM,CmCr01,19,0
08/11/2023 06:20:00 PM,CmCr01,28,0
08/11/2023 06:25:00 PM,CmCr01,8,3
08/11/2023 06:30:00 PM,CmCr01,23,1
08/11/2023 06:35:00 PM,CmCr01,15,0
08/11/2023 06:40:00 PM,CmCr01,9,5
08/11/2023 06:45:00 PM,CmCr01,27,3
08/11/2023 06:50:00 PM,CmCr01,19,1
08/11/2023 06:55:00 PM,CmCr01,13,1
08/11/2023 07:00:00 PM,CmCr01,15,0
08/11/2023 07:05:00 PM,CmCr01,13,2
08/11/2023 07:10:00 PM,CmCr01,33,0
08/11/2023 07:15:00 PM,CmCr01,18,1
08/11/2023 07:20:00 PM,CmCr01,9,0
08/11/2023 07:25:00 PM,CmCr01,5,2
08/11/2023 07:30:00 PM,CmCr01,10,1
08/11/2023 07:35:00 PM,CmCr01,17,2
08/11/2023 07:40:00 PM,CmCr01,13,1
08/11/2023 07:45:00 PM,CmCr01,18,3
08/11/2023 07:50:00 PM,CmCr01,18,1
